zipcode;sido;gugun;dong
426-410;경기;안산시 상록구;장상동
426-420;경기;안산시 상록구;장하동
426-200;경기;안산시 상록구;팔곡일동
426-190;경기;안산시 상록구;팔곡이동
456-010;경기;안성시;가사동
456-020;경기;안성시;가현동
456-280;경기;안성시;계동
456-070;경기;안성시;구포동
456-703;경기;안성시;금산동
456-763;경기;안성시;금석동
456-110;경기;안성시;낙원동
456-705;경기;안성시;당왕동
456-330;경기;안성시;대천동
456-771;경기;안성시;도기동
456-080;경기;안성시;동본동
456-090;경기;안성시;명륜동
456-140;경기;안성시;발화동
456-040;경기;안성시;봉남동
456-701;경기;안성시;봉산동
456-350;경기;안성시;사곡동
456-210;경기;안성시;서인동
456-784;경기;안성시;석정동
456-130;경기;안성시;성남동
456-708;경기;안성시;숭인동
456-780;경기;안성시;신건지동
456-390;경기;안성시;신모산동
456-782;경기;안성시;신소현동
456-220;경기;안성시;신흥동
456-709;경기;안성시;아양동
456-320;경기;안성시;연지동
456-060;경기;안성시;영동
456-711;경기;안성시;옥산동
456-100;경기;안성시;옥천동
456-230;경기;안성시;인지동
456-747;경기;안성시;중리동
456-120;경기;안성시;창전동
456-150;경기;안성시;현수동
456-821;경기;안성시;공도읍
456-921;경기;안성시;고삼면
456-861;경기;안성시;금광면
456-776;경기;안성시;대덕면
456-841;경기;안성시;미양면
456-871;경기;안성시;보개면
456-881;경기;안성시;삼죽면
456-851;경기;안성시;서운면
456-931;경기;안성시;양성면
456-811;경기;안성시;원곡면
456-911;경기;안성시;일죽면
456-891;경기;안성시;죽산면
431-701;경기;안양시 동안구;갈산동
431-905;경기;안양시 동안구;관양1동
431-716;경기;안양시 동안구;관양2동
431-060;경기;안양시 동안구;관양동
431-769;경기;안양시 동안구;귀인동
431-718;경기;안양시 동안구;달안동
431-720;경기;안양시 동안구;범계동
431-784;경기;안양시 동안구;부림동
431-731;경기;안양시 동안구;부흥동
431-715;경기;안양시 동안구;비산1동
431-762;경기;안양시 동안구;비산2동
431-737;경기;안양시 동안구;비산3동
431-050;경기;안양시 동안구;비산동
431-791;경기;안양시 동안구;신촌동
431-742;경기;안양시 동안구;평안동
431-755;경기;안양시 동안구;평촌동
431-749;경기;안양시 동안구;호계1동
431-799;경기;안양시 동안구;호계2동
431-901;경기;안양시 동안구;호계3동
431-080;경기;안양시 동안구;호계동
430-722;경기;안양시 만안구;박달1동
430-701;경기;안양시 만안구;박달2동
430-030;경기;안양시 만안구;박달동
430-721;경기;안양시 만안구;석수1동
430-706;경기;안양시 만안구;석수2동
430-709;경기;안양시 만안구;석수3동
430-040;경기;안양시 만안구;석수동
430-759;경기;안양시 만안구;안양1동
430-832;경기;안양시 만안구;안양4동
430-712;경기;안양시 만안구;안양2동
430-717;경기;안양시 만안구;안양3동
430-015;경기;안양시 만안구;안양5동
430-725;경기;안양시 만안구;안양6동
430-732;경기;안양시 만안구;안양7동
430-731;경기;안양시 만안구;안양8동
430-750;경기;안양시 만안구;안양9동
430-010;경기;안양시 만안구;안양동
482-708;경기;양주시;고암동
482-721;경기;양주시;고읍동
482-723;경기;양주시;광사동
487-809;경기;양주시;남방동
482-701;경기;양주시;덕계동
480-799;경기;양주시;덕정동
482-070;경기;양주시;마전동
482-743;경기;양주시;만송동
482-939;경기;양주시;백석읍
487-809;경기;양주시;봉양동
482-839;경기;양주시;산북동
482-725;경기;양주시;삼숭동
482-120;경기;양주시;어둔동
482-735;경기;양주시;옥정동
482-839;경기;양주시;유양동
482-839;경기;양주시;율정동
482-839;경기;양주시;회암동
482-720;경기;양주시;회정동
482-841;경기;양주시;광적면
482-871;경기;양주시;남면
482-861;경기;양주시;은현면
482-811;경기;양주시;장흥면
447-705;경기;오산시;가수동
447-210;경기;오산시;가장동
447-730;경기;오산시;갈곶동
447-708;경기;오산시;고현동
447-709;경기;오산시;궐동
447-752;경기;오산시;금암동
447-754;경기;오산시;내삼미동
447-731;경기;오산시;누읍동
447-180;경기;오산시;두곡동
447-190;경기;오산시;벌음동
447-717;경기;오산시;부산동
447-710;경기;오산시;서동
447-260;경기;오산시;서랑동
447-240;경기;오산시;세교동
447-738;경기;오산시;수청동
447-742;경기;오산시;양산동
447-733;경기;오산시;오산동
447-230;경기;오산시;외삼미동
447-744;경기;오산시;원동
447-728;경기;오산시;은계동
447-250;경기;오산시;지곶동
447-749;경기;오산시;청학동
447-729;경기;오산시;청호동
447-170;경기;오산시;탑동
446-731;경기;용인시 기흥구;고매동
446-796;경기;용인시 기흥구;공세동
446-951;경기;용인시 기흥구;구갈동
446-811;경기;용인시 기흥구;농서동
446-707;경기;용인시 기흥구;동백동
446-556;경기;용인시 기흥구;마북동
446-955;경기;용인시 기흥구;보라동
446-770;경기;용인시 기흥구;보정동
446-956;경기;용인시 기흥구;상갈동
446-719;경기;용인시 기흥구;상하동
446-959;경기;용인시 기흥구;서천동
446-584;경기;용인시 기흥구;신갈동
446-703;경기;용인시 기흥구;언남동
446-982;경기;용인시 기흥구;영덕동
446-753;경기;용인시 기흥구;중동
446-592;경기;용인시 기흥구;지곡동
446-782;경기;용인시 기흥구;청덕동
446-726;경기;용인시 기흥구;하갈동
448-110;경기;용인시 수지구;고기동
448-510;경기;용인시 수지구;동천동
448-515;경기;용인시 수지구;상현1동
448-529;경기;용인시 수지구;상현2동
448-130;경기;용인시 수지구;상현동
448-982;경기;용인시 수지구;성복동
448-537;경기;용인시 수지구;신봉동
448-538;경기;용인시 수지구;죽전1동
448-753;경기;용인시 수지구;죽전2동
448-539;경기;용인시 수지구;죽전동
448-784;경기;용인시 수지구;풍덕천1동
448-991;경기;용인시 수지구;풍덕천2동
448-170;경기;용인시 수지구;풍덕천동
449-788;경기;용인시 처인구;고림동
449-705;경기;용인시 처인구;김량장동
449-728;경기;용인시 처인구;남동
449-787;경기;용인시 처인구;마평동
449-838;경기;용인시 처인구;삼가동
449-809;경기;용인시 처인구;역북동
449-050;경기;용인시 처인구;운학동
449-724;경기;용인시 처인구;유방동
449-090;경기;용인시 처인구;해곡동
449-100;경기;용인시 처인구;호동
449-811;경기;용인시 처인구;포곡읍
449-881;경기;용인시 처인구;남사면
449-851;경기;용인시 처인구;모현면
449-861;경기;용인시 처인구;백암면
449-821;경기;용인시 처인구;양지면
449-871;경기;용인시 처인구;원삼면
449-831;경기;용인시 처인구;이동면
437-704;경기;의왕시;고천동
437-712;경기;의왕시;내손1동
437-707;경기;의왕시;내손2동
437-080;경기;의왕시;내손동
437-717;경기;의왕시;삼동
437-725;경기;의왕시;오전동
437-737;경기;의왕시;왕곡동
437-705;경기;의왕시;월암동
437-743;경기;의왕시;이동
437-772;경기;의왕시;청계동
437-060;경기;의왕시;초평동
437-745;경기;의왕시;포일동
437-090;경기;의왕시;학의동
480-921;경기;의정부시;가능1동
480-805;경기;의정부시;가능2동
480-702;경기;의정부시;가능3동
480-799;경기;의정부시;가능동
480-700;경기;의정부시;고산동
480-723;경기;의정부시;금오동
480-080;경기;의정부시;낙양동
480-908;경기;의정부시;녹양동
480-713;경기;의정부시;민락동
480-040;경기;의정부시;산곡동
480-858;경기;의정부시;신곡1동
480-764;경기;의정부시;신곡2동
480-799;경기;의정부시;신곡동
480-750;경기;의정부시;용현동
480-840;경기;의정부시;의정부1동
480-763;경기;의정부시;의정부2동
480-943;경기;의정부시;의정부3동
480-010;경기;의정부시;의정부동
480-110;경기;의정부시;자일동
480-938;경기;의정부시;장암동
480-790;경기;의정부시;호원1동
480-772;경기;의정부시;호원2동
480-020;경기;의정부시;호원동
467-702;경기;이천시;갈산동
467-140;경기;이천시;고담동
467-703;경기;이천시;관고동
467-120;경기;이천시;단월동
467-859;경기;이천시;대포동
467-080;경기;이천시;사음동
467-710;경기;이천시;송정동
467-712;경기;이천시;안흥동
467-090;경기;이천시;율현동
467-150;경기;이천시;장록동
467-714;경기;이천시;중리동
467-755;경기;이천시;증일동
467-718;경기;이천시;증포동
467-060;경기;이천시;진리동
467-729;경기;이천시;창전동
467-734;경기;이천시;부발읍
467-901;경기;이천시;장호원읍
467-739;경기;이천시;대월면
467-814;경기;이천시;마장면
467-871;경기;이천시;모가면
467-831;경기;이천시;백사면
467-881;경기;이천시;설성면
467-841;경기;이천시;신둔면
467-891;경기;이천시;율면
467-821;경기;이천시;호법면
410-800;경기;파주시;검산동
413-070;경기;파주시;교하동
413-711;경기;파주시;금능동
413-704;경기;파주시;금촌1동
413-705;경기;파주시;금촌2동
413-010;경기;파주시;금촌동
413-784;경기;파주시;다율동
413-090;경기;파주시;당하동
413-735;경기;파주시;동패동
413-060;경기;파주시;맥금동
410-800;경기;파주시;목동동
413-791;경기;파주시;문발동
413-130;경기;파주시;산남동
413-140;경기;파주시;상지석동
413-150;경기;파주시;서패동
413-160;경기;파주시;송촌동
413-170;경기;파주시;신촌동
413-715;경기;파주시;아동동
413-757;경기;파주시;야당동
413-701;경기;파주시;야동동
413-831;경기;파주시;연다산동
413-180;경기;파주시;오도동
413-951;경기;파주시;와동동
413-220;경기;파주시;하지석동
413-753;경기;파주시;문산읍
413-871;경기;파주시;법원읍
413-738;경기;파주시;조리읍
413-861;경기;파주시;파주읍
413-851;경기;파주시;광탄면
413-920;경기;파주시;군내면
413-811;경기;파주시;월롱면
413-930;경기;파주시;장단면
413-911;경기;파주시;적성면
413-940;경기;파주시;진동면
413-950;경기;파주시;진서면
413-841;경기;파주시;탄현면
413-881;경기;파주시;파평면
459-737;경기;평택시;가재동
450-706;경기;평택시;군문동
459-090;경기;평택시;도일동
459-707;경기;평택시;독곡동
450-716;경기;평택시;동삭동
459-040;경기;평택시;모곡동
450-721;경기;평택시;비전1동
450-727;경기;평택시;비전2동
450-150;경기;평택시;비전동
459-720;경기;평택시;서정동
450-739;경기;평택시;세교동
450-771;경기;평택시;소사동
450-819;경기;평택시;신대동
459-799;경기;평택시;신장동
450-755;경기;평택시;용이동
450-070;경기;평택시;월곡동
450-030;경기;평택시;유천동
459-731;경기;평택시;이충동
459-703;경기;평택시;장당동
459-717;경기;평택시;장안동
450-050;경기;평택시;죽백동
459-759;경기;평택시;지산동
450-090;경기;평택시;지제동
450-060;경기;평택시;청룡동
459-711;경기;평택시;칠괴동
459-758;경기;평택시;칠원동
450-758;경기;평택시;통복동
450-712;경기;평택시;평택동
450-761;경기;평택시;합정동
451-881;경기;평택시;안중읍
451-801;경기;평택시;팽성읍
451-821;경기;평택시;포승읍
451-841;경기;평택시;고덕면
451-851;경기;평택시;서탄면
451-871;경기;평택시;오성면
451-713;경기;평택시;진위면
451-831;경기;평택시;청북면
451-811;경기;평택시;현덕면
487-809;경기;포천시;동교동
487-711;경기;포천시;선단동
487-809;경기;포천시;설운동
487-719;경기;포천시;신읍동
487-050;경기;포천시;어룡동
487-809;경기;포천시;자작동
487-821;경기;포천시;소흘읍
487-811;경기;포천시;가산면
487-931;경기;포천시;관인면
487-871;경기;포천시;군내면
487-831;경기;포천시;내촌면
487-911;경기;포천시;신북면
487-891;경기;포천시;영북면
487-881;경기;포천시;영중면
487-869;경기;포천시;이동면
487-851;경기;포천시;일동면
487-921;경기;포천시;창수면
487-842;경기;포천시;화현면
465-818;경기;하남시;감북동
465-200;경기;하남시;감이동
465-190;경기;하남시;감일동
465-230;경기;하남시;광암동
465-100;경기;하남시;교산동
465-720;경기;하남시;덕풍1동
465-704;경기;하남시;덕풍2동
465-733;경기;하남시;덕풍3동
465-010;경기;하남시;덕풍동
465-731;경기;하남시;망월동
465-140;경기;하남시;미사동
465-130;경기;하남시;배알미동
465-080;경기;하남시;상사창동
465-260;경기;하남시;상산곡동
465-160;경기;하남시;선동
465-735;경기;하남시;신장1동
465-722;경기;하남시;신장2동
465-030;경기;하남시;신장동
465-710;경기;하남시;창우동
465-816;경기;하남시;천현동
465-220;경기;하남시;초이동
465-210;경기;하남시;초일동
465-060;경기;하남시;춘궁동
465-170;경기;하남시;풍산동
465-090;경기;하남시;하사창동
465-730;경기;하남시;하산곡동
465-240;경기;하남시;학암동
465-070;경기;하남시;항동
445-784;경기;화성시;기산동
445-991;경기;화성시;기안동
445-818;경기;화성시;남양동
445-785;경기;화성시;능동
445-020;경기;화성시;무송동
445-030;경기;화성시;문호동
445-753;경기;화성시;반송동
445-738;경기;화성시;반월동
445-340;경기;화성시;반정동
445-350;경기;화성시;배양동
445-779;경기;화성시;병점동
445-040;경기;화성시;북양동
445-849;경기;화성시;석우동
445-050;경기;화성시;송림동
445-993;경기;화성시;송산동
445-060;경기;화성시;수화동
445-070;경기;화성시;시동
445-080;경기;화성시;신남동
445-090;경기;화성시;신외동
445-994;경기;화성시;안녕동
445-100;경기;화성시;안석동
445-110;경기;화성시;온석동
445-120;경기;화성시;원천동
445-706;경기;화성시;장덕동
445-140;경기;화성시;장전동
445-718;경기;화성시;진안동
445-150;경기;화성시;활초동
445-400;경기;화성시;황계동
445-891;경기;화성시;봉담읍
445-999;경기;화성시;우정읍
445-921;경기;화성시;향남읍
445-811;경기;화성시;동탄면
445-861;경기;화성시;마도면
445-831;경기;화성시;매송면
445-841;경기;화성시;비봉면
445-881;경기;화성시;서신면
445-871;경기;화성시;송산면
445-931;경기;화성시;양감면
445-941;경기;화성시;장안면
445-961;경기;화성시;정남면
445-911;경기;화성시;팔탄면
477-703;경기;가평군;가평읍
477-841;경기;가평군;북면
477-821;경기;가평군;상면
477-851;경기;가평군;설악면
477-811;경기;가평군;청평면
477-831;경기;가평군;하면
476-801;경기;양평군;양평읍
476-911;경기;양평군;강상면
476-921;경기;양평군;강하면
476-891;경기;양평군;개군면
476-851;경기;양평군;단월면
476-811;경기;양평군;서종면
476-881;경기;양평군;양동면
476-821;경기;양평군;양서면
476-831;경기;양평군;옥천면
476-841;경기;양평군;용문면
476-871;경기;양평군;지평면
476-861;경기;양평군;청운면
469-701;경기;여주군;여주읍
469-881;경기;여주군;가남면
469-861;경기;여주군;강천면
469-831;경기;여주군;금사면
469-811;경기;여주군;능서면
469-841;경기;여주군;대신면
469-851;경기;여주군;북내면
469-891;경기;여주군;산북면
469-871;경기;여주군;점동면
469-821;경기;여주군;흥천면
486-706;경기;연천군;연천읍
482-869;경기;연천군;전곡읍
486-821;경기;연천군;군남면
482-869;경기;연천군;미산면
486-881;경기;연천군;백학면
486-859;경기;연천군;신서면
486-870;경기;연천군;왕징면
486-890;경기;연천군;장남면
482-869;경기;연천군;중면
486-859;경기;연천군;청산면
656-720;경남;거제시;고현동
656-750;경남;거제시;능포동
656-230;경남;거제시;덕포동
656-711;경남;거제시;두모동
656-752;경남;거제시;마전동
656-767;경남;거제시;문동동
656-302;경남;거제시;삼거동
656-921;경남;거제시;상동동
656-707;경남;거제시;수월동
656-221;경남;거제시;아양동
656-714;경남;거제시;아주동
656-730;경남;거제시;양정동
656-753;경남;거제시;옥포1동
656-702;경남;거제시;옥포2동
656-130;경남;거제시;옥포동
656-701;경남;거제시;장승포동
656-918;경남;거제시;장평동
656-861;경남;거제시;거제면
656-841;경남;거제시;남부면
656-851;경남;거제시;동부면
656-871;경남;거제시;둔덕면
656-881;경남;거제시;사등면
656-811;경남;거제시;연초면
656-891;경남;거제시;일운면
656-831;경남;거제시;장목면
656-821;경남;거제시;하청면
621-110;경남;김해시;강동
621-757;경남;김해시;구산동
621-760;경남;김해시;내동
621-741;경남;김해시;대성동
621-726;경남;김해시;동상동
621-140;경남;김해시;명법동
621-744;경남;김해시;봉황동
621-742;경남;김해시;부원동
621-210;경남;김해시;불암동
621-748;경남;김해시;삼계동
621-706;경남;김해시;삼방동
621-912;경남;김해시;삼정동
621-030;경남;김해시;서상동
621-773;경남;김해시;안동
621-752;경남;김해시;어방동
621-753;경남;김해시;외동
621-160;경남;김해시;이동
621-745;경남;김해시;전하동
621-780;경남;김해시;지내동
621-130;경남;김해시;풍유동
621-150;경남;김해시;화목동
621-120;경남;김해시;흥동
621-795;경남;김해시;진영읍
621-891;경남;김해시;대동면
621-811;경남;김해시;상동면
621-821;경남;김해시;생림면
621-783;경남;김해시;장유면
621-841;경남;김해시;주촌면
621-881;경남;김해시;진례면
621-871;경남;김해시;한림면
627-110;경남;밀양시;가곡동
627-701;경남;밀양시;교동
627-111;경남;밀양시;남포동
627-707;경남;밀양시;내이동
627-140;경남;밀양시;내일동
627-750;경남;밀양시;삼문동
627-171;경남;밀양시;용평동
627-162;경남;밀양시;활성동
627-901;경남;밀양시;삼랑진읍
627-891;경남;밀양시;하남읍
627-821;경남;밀양시;단장면
627-871;경남;밀양시;무안면
627-851;경남;밀양시;부북면
627-831;경남;밀양시;산내면
627-811;경남;밀양시;산외면
627-911;경남;밀양시;상남면
627-841;경남;밀양시;상동면
627-861;경남;밀양시;청도면
627-881;경남;밀양시;초동면
664-200;경남;사천시;궁지동
664-070;경남;사천시;노룡동
664-260;경남;사천시;늑도동
664-040;경남;사천시;대방동
664-080;경남;사천시;대포동
664-704;경남;사천시;동금동
664-020;경남;사천시;동동
664-120;경남;사천시;동림동
664-270;경남;사천시;마도동
664-090;경남;사천시;백천동
664-705;경남;사천시;벌리동
664-170;경남;사천시;봉남동
664-210;경남;사천시;사등동
664-240;경남;사천시;서금동
664-835;경남;사천시;서동
664-837;경남;사천시;선구동
664-839;경남;사천시;송포동
664-100;경남;사천시;신벽동
664-250;경남;사천시;신수동
664-050;경남;사천시;실안동
664-140;경남;사천시;와룡동
664-706;경남;사천시;용강동
664-708;경남;사천시;이금동
664-190;경남;사천시;이홀동
664-130;경남;사천시;좌룡동
664-110;경남;사천시;죽림동
664-220;경남;사천시;향촌동
664-800;경남;사천시;사천읍
664-921;경남;사천시;곤명면
664-911;경남;사천시;곤양면
664-941;경남;사천시;사남면
664-821;경남;사천시;서포면
664-951;경남;사천시;용현면
664-931;경남;사천시;정동면
664-811;경남;사천시;축동면
626-749;경남;양산시;교동
626-706;경남;양산시;남부동
626-020;경남;양산시;다방동
626-725;경남;양산시;덕계동
626-260;경남;양산시;매곡동
626-740;경남;양산시;명곡동
626-250;경남;양산시;명동
626-767;경남;양산시;북부동
626-752;경남;양산시;북정동
626-120;경남;양산시;산막동
626-779;경남;양산시;삼호동
626-705;경남;양산시;소주동
626-753;경남;양산시;신기동
626-768;경남;양산시;어곡동
626-290;경남;양산시;용당동
626-230;경남;양산시;유산동
626-729;경남;양산시;주남동
626-310;경남;양산시;주진동
626-771;경남;양산시;중부동
626-755;경남;양산시;평산동
626-140;경남;양산시;호계동
626-741;경남;양산시;물금읍
626-737;경남;양산시;동면
626-851;경남;양산시;상북면
626-831;경남;양산시;원동면
626-861;경남;양산시;하북면
660-701;경남;진주시;가좌동
660-720;경남;진주시;강남동
660-240;경남;진주시;계동
660-400;경남;진주시;귀곡동
660-030;경남;진주시;남성동
660-140;경남;진주시;대안동
660-150;경남;진주시;동성동
660-762;경남;진주시;망경동
660-160;경남;진주시;본성동
660-040;경남;진주시;봉곡동
660-220;경남;진주시;봉래동
660-763;경남;진주시;상대1동
660-764;경남;진주시;상대2동
660-320;경남;진주시;상대동
660-813;경남;진주시;상봉동동
660-765;경남;진주시;상봉서동
660-050;경남;진주시;상봉동
660-723;경남;진주시;상평동
660-180;경남;진주시;수정동
660-767;경남;진주시;신안동
660-909;경남;진주시;옥봉동
660-070;경남;진주시;유곡동
660-741;경남;진주시;이현동
660-020;경남;진주시;인사동
660-170;경남;진주시;장대동
660-380;경남;진주시;장재동
660-751;경남;진주시;주약동
660-010;경남;진주시;중안동
660-786;경남;진주시;초전동
660-758;경남;진주시;칠암동
660-989;경남;진주시;판문동
660-774;경남;진주시;평거동
660-725;경남;진주시;평안동
660-993;경남;진주시;하대1동
660-778;경남;진주시;하대2동
660-330;경남;진주시;하대동
660-390;경남;진주시;하촌동
660-788;경남;진주시;호탄동
660-841;경남;진주시;문산읍
660-831;경남;진주시;금곡면
660-921;경남;진주시;금산면
660-811;경남;진주시;내동면
660-911;경남;진주시;대곡면
660-961;경남;진주시;대평면
660-951;경남;진주시;명석면
660-941;경남;진주시;미천면
660-881;경남;진주시;사봉면
660-971;경남;진주시;수곡면
660-871;경남;진주시;이반성면
660-861;경남;진주시;일반성면
660-821;경남;진주시;정촌면
660-891;경남;진주시;지수면
660-851;경남;진주시;진성면
660-931;경남;진주시;집현면
631-710;경남;창원시 마산합포구;가포동
631-750;경남;창원시 마산합포구;교방동
631-780;경남;창원시 마산합포구;교원동
631-450;경남;창원시 마산합포구;남성동
631-190;경남;창원시 마산합포구;대내동
631-181;경남;창원시 마산합포구;대성동1가
631-182;경남;창원시 마산합포구;대성동2가
631-200;경남;창원시 마산합포구;대외동
631-330;경남;창원시 마산합포구;대창동
631-300;경남;창원시 마산합포구;덕동동
631-460;경남;창원시 마산합포구;동성동
631-351;경남;창원시 마산합포구;두월동1가
631-352;경남;창원시 마산합포구;두월동2가
631-353;경남;창원시 마산합포구;두월동3가
631-380;경남;창원시 마산합포구;문화동
631-400;경남;창원시 마산합포구;반월동
631-070;경남;창원시 마산합포구;부림동
631-764;경남;창원시 마산합포구;산호동
631-766;경남;창원시 마산합포구;상남동
631-713;경남;창원시 마산합포구;서성동
631-120;경남;창원시 마산합포구;성호동
631-080;경남;창원시 마산합포구;수성동
631-170;경남;창원시 마산합포구;신월동
631-360;경남;창원시 마산합포구;신창동
631-767;경남;창원시 마산합포구;신포동1가
631-712;경남;창원시 마산합포구;신포동2가
631-220;경남;창원시 마산합포구;신흥동
631-290;경남;창원시 마산합포구;예곡동
631-714;경남;창원시 마산합포구;오동동
631-768;경남;창원시 마산합포구;완월동
631-280;경남;창원시 마산합포구;우산동
631-391;경남;창원시 마산합포구;월남동1가
631-392;경남;창원시 마산합포구;월남동2가
631-708;경남;창원시 마산합포구;월남동3가
631-394;경남;창원시 마산합포구;월남동4가
631-395;경남;창원시 마산합포구;월남동5가
631-701;경남;창원시 마산합포구;월영동
631-774;경남;창원시 마산합포구;월포동
631-230;경남;창원시 마산합포구;유록동
631-762;경남;창원시 마산합포구;자산동
631-161;경남;창원시 마산합포구;장군동1가
631-162;경남;창원시 마산합포구;장군동2가
631-163;경남;창원시 마산합포구;장군동3가
631-705;경남;창원시 마산합포구;장군동4가
631-165;경남;창원시 마산합포구;장군동5가
631-060;경남;창원시 마산합포구;중성동
631-421;경남;창원시 마산합포구;중앙동1가
631-422;경남;창원시 마산합포구;중앙동2가
631-707;경남;창원시 마산합포구;중앙동3가
631-717;경남;창원시 마산합포구;창동
631-341;경남;창원시 마산합포구;창포동1가
631-342;경남;창원시 마산합포구;창포동2가
631-343;경남;창원시 마산합포구;창포동3가
631-210;경남;창원시 마산합포구;청계동
631-130;경남;창원시 마산합포구;추산동
631-370;경남;창원시 마산합포구;평화동
631-763;경남;창원시 마산합포구;해운동
631-270;경남;창원시 마산합포구;현동
631-240;경남;창원시 마산합포구;홍문동
631-250;경남;창원시 마산합포구;화영동
631-841;경남;창원시 마산합포구;구산면
631-811;경남;창원시 마산합포구;진동면
631-821;경남;창원시 마산합포구;진북면
631-831;경남;창원시 마산합포구;진전면
630-750;경남;창원시 마산회원구;구암1동
630-714;경남;창원시 마산회원구;구암2동
630-510;경남;창원시 마산회원구;구암동
630-030;경남;창원시 마산회원구;두척동
630-716;경남;창원시 마산회원구;봉암동
630-805;경남;창원시 마산회원구;석전1동
630-719;경남;창원시 마산회원구;석전2동
630-010;경남;창원시 마산회원구;석전동
630-809;경남;창원시 마산회원구;양덕1동
630-778;경남;창원시 마산회원구;양덕2동
630-490;경남;창원시 마산회원구;양덕동
630-755;경남;창원시 마산회원구;합성1동
630-701;경남;창원시 마산회원구;합성2동
630-520;경남;창원시 마산회원구;합성동
630-705;경남;창원시 마산회원구;회성동
630-756;경남;창원시 마산회원구;회원1동
630-822;경남;창원시 마산회원구;회원2동
630-040;경남;창원시 마산회원구;회원동
630-758;경남;창원시 마산회원구;내서읍
642-750;경남;창원시 성산구;가음동
642-711;경남;창원시 성산구;가음정동
642-792;경남;창원시 성산구;귀곡동
642-410;경남;창원시 성산구;귀산동
642-430;경남;창원시 성산구;귀현동
642-965;경남;창원시 성산구;남산동
642-755;경남;창원시 성산구;남양동
642-330;경남;창원시 성산구;남지동
642-712;경남;창원시 성산구;내동
642-913;경남;창원시 성산구;대방동
642-765;경남;창원시 성산구;반림동
642-190;경남;창원시 성산구;반송동
642-769;경남;창원시 성산구;반지동
642-130;경남;창원시 성산구;불모산동
642-770;경남;창원시 성산구;사파동
642-070;경남;창원시 성산구;사파정동
642-160;경남;창원시 성산구;삼정자동
642-743;경남;창원시 성산구;상남동
642-340;경남;창원시 성산구;상복동
642-714;경남;창원시 성산구;성산동
642-746;경남;창원시 성산구;성주동
642-942;경남;창원시 성산구;신촌동
642-903;경남;창원시 성산구;안민동
642-360;경남;창원시 성산구;양곡동
642-350;경남;창원시 성산구;완암동
642-020;경남;창원시 성산구;외동
642-290;경남;창원시 성산구;웅남동
642-380;경남;창원시 성산구;월림동
642-400;경남;창원시 성산구;적현동
642-916;경남;창원시 성산구;중앙동
642-390;경남;창원시 성산구;창곡동
642-140;경남;창원시 성산구;천선동
642-080;경남;창원시 성산구;토월동
641-470;경남;창원시 의창구;내리동
641-902;경남;창원시 의창구;대원동
641-220;경남;창원시 의창구;덕정동
641-796;경남;창원시 의창구;도계동
641-959;경남;창원시 의창구;동정동
641-771;경남;창원시 의창구;두대동
641-250;경남;창원시 의창구;명곡동
641-763;경남;창원시 의창구;명서동
641-460;경남;창원시 의창구;반계동
641-935;경남;창원시 의창구;봉곡동
641-242;경남;창원시 의창구;봉림동
641-520;경남;창원시 의창구;북동
641-914;경남;창원시 의창구;사림동
641-440;경남;창원시 의창구;사화동
641-230;경남;창원시 의창구;삼동동
641-260;경남;창원시 의창구;서곡동
641-700;경남;창원시 의창구;서상동
641-833;경남;창원시 의창구;소계동
641-799;경남;창원시 의창구;소답동
641-701;경남;창원시 의창구;신월동
641-042;경남;창원시 의창구;용동
641-040;경남;창원시 의창구;용지동
641-726;경남;창원시 의창구;용호동
641-510;경남;창원시 의창구;중동
641-280;경남;창원시 의창구;지귀동
641-450;경남;창원시 의창구;차용동
641-240;경남;창원시 의창구;퇴촌동
641-787;경남;창원시 의창구;팔용동
641-861;경남;창원시 의창구;동읍
641-921;경남;창원시 의창구;대산면
641-871;경남;창원시 의창구;북면
645-500;경남;창원시 진해구;가주동
645-708;경남;창원시 진해구;경화동
645-080;경남;창원시 진해구;광화동
645-100;경남;창원시 진해구;근화동
645-370;경남;창원시 진해구;남문동
645-035;경남;창원시 진해구;남빈동
645-480;경남;창원시 진해구;남양동
645-030;경남;창원시 진해구;대영동
645-460;경남;창원시 진해구;대장동
645-060;경남;창원시 진해구;대죽동
645-070;경남;창원시 진해구;대천동
645-180;경남;창원시 진해구;대흥동
645-310;경남;창원시 진해구;덕산동
645-754;경남;창원시 진해구;도만동
645-013;경남;창원시 진해구;도천동
645-710;경남;창원시 진해구;동상동
645-490;경남;창원시 진해구;두동
645-755;경남;창원시 진해구;마천동
645-702;경남;창원시 진해구;명동
645-033;경남;창원시 진해구;무송동
645-170;경남;창원시 진해구;부흥동
645-380;경남;창원시 진해구;북부동
645-014;경남;창원시 진해구;비봉동
645-390;경남;창원시 진해구;서중동
645-704;경남;창원시 진해구;석동
645-360;경남;창원시 진해구;성내동
645-470;경남;창원시 진해구;소사동
645-051;경남;창원시 진해구;속천동
645-015;경남;창원시 진해구;송죽동
645-200;경남;창원시 진해구;송학동
645-410;경남;창원시 진해구;수도동
645-110;경남;창원시 진해구;수송동
645-032;경남;창원시 진해구;숭인동
645-709;경남;창원시 진해구;신흥동
645-050;경남;창원시 진해구;안곡동
645-520;경남;창원시 진해구;안골동
645-797;경남;창원시 진해구;앵곡동
645-796;경남;창원시 진해구;여좌동
645-420;경남;창원시 진해구;연도동
645-775;경남;창원시 진해구;용원동
